BSSID,RxPhy,dataset,CID,Wi-Fi Ookla DL,Gate / Landmark,BW ,Cellular Ookla UL,Wi-Fi Ookla RTT,SSID,TAC,TA,Channel,Channel.1,Wi-Fi Ookla UL,Lat,RSRQ,RSRP,Long,TxPhy,PCI,EARFCN,Time,Cellular Ookla RTT,MNC,RSSI,MCC,Cellular Ookla DL,Device Type
41:E8:B3:7D:0A:F6,425,mock-dataset-4,97492,-1,A4,20,49,44,Helium,38423,4,5.0,124,42,39.1749,-5,-95,-76.6676,206,92,700,2026-01-20 16:59:00,83,410,-58,310,30,android
41:E8:B3:7D:0A:F6,886,mock-dataset-5,97492,168,A3,20,5,39,Helium,38423,3,5.0,44,35,39.17483,-19,-104,-76.6675,1108,92,700,2026-01-20 17:03:00,36,410,-81,310,91,android
41:E8:B3:7D:0A:F6,1052,mock-dataset-5,97492,79,D24,20,20,96,Helium,38423,0,5.0,48,5,39.17475,-22,-100,-76.6674,856,92,700,2026-01-20 17:06:00,91,410,-62,310,37,android
41:E8:B3:7D:0A:F6,658,mock-dataset-3,97493,166,A6,20,38,75,Helium,38423,0,2.4,1,-9,39.17468,-13,-106,-76.6673,605,92,700,2026-01-20 17:10:00,79,410,-93,310,60,android
41:E8:B3:7D:0A:F6,870,mock-dataset-4,97493,150,E2,20,25,40,Helium,38423,0,2.4,6,48,39.1746,-3,-92,-76.6672,1034,92,700,2026-01-20 17:14:00,62,410,-69,310,110,ios
EA:36:81:CF:49:5D,1133,mock-dataset-1,97493,182,D32/D33,20,28,79,Helium,38423,0,2.4,11,26,39.17445,-21,-101,-76.66695,509,92,700,2026-01-20 17:17:00,80,410,-73,310,21,android
58:AD:F2:17:6B:C0,426,mock-dataset-4,97493,41,A9,20,50,62,Helium,38423,3,2.4,11,23,,-18,-105,,178,92,700,2026-01-20 17:21:00,51,410,-78,310,18,ios
1C:70:E9:34:A5:8F,728,mock-dataset-3,97493,-3,A5,20,33,86,Helium,38423,0,2.4,1,46,,-8,-102,,324,92,700,2026-01-20 17:25:00,91,410,-82,310,-3,ios
CF:4A:85:D0:2E:73,984,mock-dataset-2,97493,179,D38/D39,20,4,79,Helium,38423,3,2.4,6,38,,-8,-102,,735,104,700,2026-01-20 17:28:00,66,410,-68,310,106,ios
72:B8:1D:69:F4:A6,459,mock-dataset-4,97493,74,D21,20,6,83,Helium,38423,2,2.4,1,10,,-12,-98,,1000,104,700,2026-01-20 17:32:00,83,410,-78,310,88,ios
AE:25:C0:7F:53:D9,1084,mock-dataset-3,97493,60,D41,20,30,58,Helium,38423,2,2.4,6,9,,-15,-90,,749,104,700,2026-01-20 17:36:00,86,410,-76,310,106,android
39:F1:6C:B8:04:E2,359,mock-dataset-5,97493,92,C3,20,9,33,Helium,38423,3,2.4,11,12,,-21,-114,,912,104,700,2026-01-20 17:40:00,40,410,-80,310,40,android
84:5E:A7:23:CF:10,814,mock-dataset-5,97493,108,B10,20,4,110,Helium,38423,1,2.4,11,35,,-2,-97,,174,104,700,2026-01-20 17:43:00,85,410,-62,310,177,android
D0:79:32:EC:46:8B,714,mock-dataset-5,97493,71,C4,20,1,80,Helium,38423,4,5.0,36,47,,-4,-112,,148,104,700,2026-01-20 17:47:00,63,410,-83,310,161,android
D0:79:32:EC:46:8B,322,mock-dataset-5,97493,14,D29,20,42,35,Helium,38423,0,5.0,157,19,,-14,-84,,750,104,700,2026-01-20 17:51:00,86,410,-84,310,133,android
D0:79:32:EC:46:8B,946,mock-dataset-2,97493,138,D34,20,21,39,Helium,38423,1,5.0,116,27,,-15,-111,,1157,104,700,2026-01-20 17:54:00,104,410,-64,310,142,ios
D0:79:32:EC:46:8B,758,mock-dataset-5,97493,6,D1,20,26,55,Helium,38423,1,5.0,124,33,,-3,-84,,556,104,700,2026-01-20 17:58:00,108,410,-75,310,130,ios
D0:79:32:EC:46:8B,136,mock-dataset-4,97493,146,D3,20,6,91,Helium,38423,4,5.0,44,16,,-19,-94,,777,104,700,2026-01-20 18:02:00,49,410,-57,310,3,android
D0:79:32:EC:46:8B,154,mock-dataset-5,97493,203,A5,20,-9,86,Helium,38423,1,5.0,48,-4,,-13,-103,,859,215,700,2026-01-20 18:06:00,85,410,-87,310,3,ios
BA:57:08:F3:2C:95,333,mock-dataset-2,97493,80,B3,20,5,98,Helium,38423,4,5.0,36,22,,-11,-95,,573,215,700,2026-01-20 18:09:00,95,410,-61,310,74,ios
0D:A2:7E:C1:68:DB,496,mock-dataset-3,97493,169,D10,20,14,89,Helium,38423,4,5.0,157,36,,0,-100,,266,215,700,2026-01-20 18:13:00,57,410,-55,310,52,ios
51:C9:B4:0A:E7:32,162,mock-dataset-2,97493,147,A4,20,49,80,Helium,38423,1,5.0,116,15,,-16,-110,,461,215,700,2026-01-20 18:17:00,28,410,-78,310,66,ios
9E:34:DF:86:4B:C0,1009,mock-dataset-5,97493,107,D43,20,49,78,Helium,38423,3,5.0,124,35,,-4,-98,,811,215,700,2026-01-20 18:20:00,29,410,-68,310,44,ios
C2:6B:10:F5:A9:47,1120,mock-dataset-4,97493,54,B7,20,36,58,Helium,38423,1,5.0,44,11,,-21,-112,,390,215,700,2026-01-20 18:24:00,84,410,-66,310,35,android
3F:87:DC:24:91:E6,652,mock-dataset-5,97493,64,D7,20,28,96,Helium,38423,3,5.0,48,41,,-2,-103,,1042,215,700,2026-01-20 18:28:00,57,410,-53,310,59,ios
78:A0:45:EB:1C:B9,275,mock-dataset-2,97493,198,D22,20,45,39,Helium,38423,4,5.0,36,20,,-17,-108,,119,215,700,2026-01-20 18:31:00,92,410,-80,310,30,android
4A:7B:C2:9E:1D:F8,673,mock-dataset-4,97492,49,B7,20,39,91,Helium,38423,1,2.4,1,4,39.17615,-10,-89,-76.66945,144,66,700,2026-01-20 16:00:00,53,410,-86,310,131,android
B3:2E:8A:D4:6F:01,166,mock-dataset-2,97492,107,D26,20,21,93,Helium,38423,0,5.0,36,16,39.17608,-2,-95,-76.66935,638,66,700,2026-01-20 16:04:00,39,410,-89,310,163,android
B3:2E:8A:D4:6F:01,839,mock-dataset-3,97492,78,D21,20,6,66,Helium,38423,4,5.0,157,12,39.176,-15,-113,-76.66925,520,66,700,2026-01-20 16:07:00,42,410,-70,310,104,ios
B3:2E:8A:D4:6F:01,622,mock-dataset-4,97492,4,B13,20,11,69,Helium,38423,1,5.0,116,-2,39.17593,-22,-106,-76.66915,791,66,700,2026-01-20 16:11:00,66,410,-91,310,154,ios
E8:43:B9:0F:72:6C,775,mock-dataset-2,97492,39,D5,20,11,80,Helium,38423,4,5.0,124,30,39.17585,-19,-105,-76.66905,885,66,700,2026-01-20 16:15:00,36,410,-90,310,178,android
5D:1A:F7:C4:38:9B,607,mock-dataset-1,97492,22,C4,20,35,27,Helium,38423,2,5.0,44,40,39.17578,-6,-86,-76.6689,716,66,700,2026-01-20 16:18:00,68,410,-80,310,163,android
A2:6E:85:D1:4C:F0,675,mock-dataset-3,97492,85,D21,20,41,81,Helium,38423,0,5.0,48,24,39.1757,-19,-112,-76.6688,1010,66,700,2026-01-20 16:22:00,54,410,-82,310,32,android
9B:3F:C8:57:E2:1A,191,mock-dataset-1,97492,124,A9,20,27,37,Helium,38423,1,5.0,36,14,39.17563,-14,-89,-76.66865,975,66,700,2026-01-20 16:26:00,77,410,-72,310,124,ios
9B:3F:C8:57:E2:1A,746,mock-dataset-3,97492,43,C2,20,11,66,Helium,38423,1,5.0,153,27,39.17555,-7,-92,-76.66855,752,66,700,2026-01-20 16:29:00,36,410,-94,310,157,android
9B:3F:C8:57:E2:1A,1183,mock-dataset-1,97492,127,B13,20,15,83,Helium,38423,1,2.4,1,47,39.17548,-7,-111,-76.66845,763,66,700,2026-01-20 16:33:00,92,410,-57,310,-1,android
9B:3F:C8:57:E2:1A,415,mock-dataset-4,97492,18,E2,20,12,95,Helium,38423,1,2.4,6,18,39.1754,-15,-113,-76.66835,503,92,700,2026-01-20 16:37:00,92,410,-83,310,110,ios
9B:3F:C8:57:E2:1A,1194,mock-dataset-1,97492,141,C11,20,36,73,Helium,38423,0,2.4,11,9,39.17533,-26,-89,-76.66825,1130,92,700,2026-01-20 16:40:00,37,410,-81,310,96,android
F2:8D:46:B1:C9:05,913,mock-dataset-2,97492,149,D11,20,31,48,Helium,38423,4,2.4,11,30,39.17525,-6,-87,-76.66815,457,92,700,2026-01-20 16:44:00,69,410,-83,310,168,ios
2A:C7:5E:08:D3:9F,775,mock-dataset-1,97492,51,A15,20,16,91,Helium,38423,4,5.0,36,36,39.17518,-13,-106,-76.66805,809,92,700,2026-01-20 16:48:00,73,410,-70,310,89,android
85:4B:F6:31:EA:7C,842,mock-dataset-2,97492,32,E3,20,38,75,Helium,38423,2,5.0,157,53,39.17505,-20,-105,-76.6678,121,92,700,2026-01-20 16:51:00,102,410,-88,310,92,android
D9:02:8F:C5:67:3A,911,mock-dataset-5,97492,-7,C11,20,40,75,Helium,38423,0,5.0,116,38,39.17498,-6,-91,-76.6677,854,92,700,2026-01-20 16:55:00,102,410,-80,310,21,android
41:E8:B3:7D:0A:F6,425,mock-dataset-1,97492,-3,D16,20,51,38,Helium,38423,4,5.0,124,30,39.1749,-9,-92,-76.6676,206,92,700,2026-01-20 16:59:00,84,410,-57,310,48,android
41:E8:B3:7D:0A:F6,886,mock-dataset-3,97492,157,C11,20,13,44,Helium,38423,3,5.0,44,39,39.17483,-17,-107,-76.6675,1108,92,700,2026-01-20 17:03:00,34,410,-86,310,108,android
41:E8:B3:7D:0A:F6,1052,mock-dataset-4,97492,74,A2,20,14,100,Helium,38423,0,5.0,48,10,39.17475,-18,-102,-76.6674,856,92,700,2026-01-20 17:06:00,99,410,-60,310,25,android
41:E8:B3:7D:0A:F6,658,mock-dataset-3,97493,167,D3,20,42,79,Helium,38423,0,2.4,1,4,39.17468,-10,-111,-76.6673,605,92,700,2026-01-20 17:10:00,77,410,-91,310,64,ios
41:E8:B3:7D:0A:F6,870,mock-dataset-3,97493,140,B15,20,28,42,Helium,38423,0,2.4,6,57,39.1746,-4,-93,-76.6672,1034,92,700,2026-01-20 17:14:00,50,410,-72,310,109,android
EA:36:81:CF:49:5D,1133,mock-dataset-2,97493,200,C14,20,17,81,Helium,38423,0,2.4,11,31,39.17445,-23,-96,-76.66695,509,92,700,2026-01-20 17:17:00,87,410,-73,310,36,android
58:AD:F2:17:6B:C0,426,mock-dataset-5,97493,47,D4,20,33,49,Helium,38423,3,2.4,11,32,,-18,-106,,178,92,700,2026-01-20 17:21:00,54,410,-79,310,9,ios
1C:70:E9:34:A5:8F,728,mock-dataset-1,97493,-3,E1,20,20,67,Helium,38423,0,2.4,1,50,,-10,-106,,324,92,700,2026-01-20 17:25:00,81,410,-78,310,5,ios
CF:4A:85:D0:2E:73,984,mock-dataset-4,97493,198,D24,20,13,78,Helium,38423,3,2.4,6,38,,-5,-103,,735,104,700,2026-01-20 17:28:00,78,410,-63,310,112,android
72:B8:1D:69:F4:A6,459,mock-dataset-3,97493,64,D42,20,14,82,Helium,38423,2,2.4,1,25,,-9,-98,,1000,104,700,2026-01-20 17:32:00,88,410,-77,310,79,ios
AE:25:C0:7F:53:D9,1084,mock-dataset-5,97493,70,E2,20,44,62,Helium,38423,2,2.4,6,7,,-19,-86,,749,104,700,2026-01-20 17:36:00,89,410,-73,310,97,ios
39:F1:6C:B8:04:E2,359,mock-dataset-1,97493,78,A16,20,3,33,Helium,38423,3,2.4,11,4,,-21,-116,,912,104,700,2026-01-20 17:40:00,26,410,-81,310,49,android
84:5E:A7:23:CF:10,814,mock-dataset-1,97493,120,C8,20,14,100,Helium,38423,1,2.4,11,28,,-8,-99,,174,104,700,2026-01-20 17:43:00,80,410,-61,310,177,ios
D0:79:32:EC:46:8B,714,mock-dataset-1,97493,76,D46/D47,20,5,96,Helium,38423,4,5.0,36,33,,-8,-107,,148,104,700,2026-01-20 17:47:00,53,410,-82,310,151,ios
D0:79:32:EC:46:8B,322,mock-dataset-4,97493,5,C6,20,38,27,Helium,38423,0,5.0,157,8,,-10,-85,,750,104,700,2026-01-20 17:51:00,80,410,-84,310,127,ios
D0:79:32:EC:46:8B,946,mock-dataset-4,97493,123,E4,20,1,54,Helium,38423,1,5.0,116,40,,-16,-115,,1157,104,700,2026-01-20 17:54:00,87,410,-62,310,124,ios
D0:79:32:EC:46:8B,758,mock-dataset-2,97493,16,B8,20,30,55,Helium,38423,1,5.0,124,29,,-4,-88,,556,104,700,2026-01-20 17:58:00,90,410,-71,310,149,ios
D0:79:32:EC:46:8B,136,mock-dataset-3,97493,144,D46/D47,20,16,84,Helium,38423,4,5.0,44,19,,-21,-91,,777,104,700,2026-01-20 18:02:00,58,410,-61,310,2,ios
D0:79:32:EC:46:8B,154,mock-dataset-5,97493,202,C6,20,-6,80,Helium,38423,1,5.0,48,12,,-15,-104,,859,215,700,2026-01-20 18:06:00,84,410,-90,310,-1,android
BA:57:08:F3:2C:95,333,mock-dataset-3,97493,84,E6,20,-4,98,Helium,38423,4,5.0,36,7,,-10,-90,,573,215,700,2026-01-20 18:09:00,101,410,-58,310,60,ios
0D:A2:7E:C1:68:DB,496,mock-dataset-2,97493,167,E3,20,22,81,Helium,38423,4,5.0,157,42,,-1,-104,,266,215,700,2026-01-20 18:13:00,42,410,-54,310,54,ios
51:C9:B4:0A:E7:32,162,mock-dataset-1,97493,153,B4,20,54,87,Helium,38423,1,5.0,116,4,,-20,-109,,461,215,700,2026-01-20 18:17:00,32,410,-81,310,80,android
9E:34:DF:86:4B:C0,1009,mock-dataset-5,97493,121,D30,20,42,87,Helium,38423,3,5.0,124,35,,-5,-104,,811,215,700,2026-01-20 18:20:00,35,410,-67,310,41,ios
C2:6B:10:F5:A9:47,1120,mock-dataset-1,97493,56,D1,20,45,66,Helium,38423,1,5.0,44,3,,-26,-109,,390,215,700,2026-01-20 18:24:00,69,410,-68,310,39,android
3F:87:DC:24:91:E6,652,mock-dataset-5,97493,62,D42,20,27,87,Helium,38423,3,5.0,48,42,,-3,-106,,1042,215,700,2026-01-20 18:28:00,49,410,-56,310,62,android
78:A0:45:EB:1C:B9,275,mock-dataset-4,97493,196,D26,20,45,21,Helium,38423,4,5.0,36,22,,-18,-106,,119,215,700,2026-01-20 18:31:00,98,410,-82,310,29,ios
4A:7B:C2:9E:1D:F8,673,mock-dataset-4,97492,65,D44/D45,20,43,91,Helium,38423,1,2.4,1,-3,39.17615,-8,-92,-76.66945,144,66,700,2026-01-20 16:00:00,64,410,-82,310,139,android
B3:2E:8A:D4:6F:01,166,mock-dataset-1,97492,110,E3,20,31,103,Helium,38423,0,5.0,36,11,39.17608,-7,-95,-76.66935,638,66,700,2026-01-20 16:04:00,41,410,-85,310,152,android
B3:2E:8A:D4:6F:01,839,mock-dataset-3,97492,74,B6,20,8,72,Helium,38423,4,5.0,157,14,39.176,-17,-117,-76.66925,520,66,700,2026-01-20 16:07:00,40,410,-74,310,98,ios
B3:2E:8A:D4:6F:01,622,mock-dataset-5,97492,-2,B3,20,1,54,Helium,38423,1,5.0,116,1,39.17593,-17,-103,-76.66915,791,66,700,2026-01-20 16:11:00,83,410,-90,310,150,android
E8:43:B9:0F:72:6C,775,mock-dataset-3,97492,25,C3,20,10,63,Helium,38423,4,5.0,124,30,39.17585,-20,-102,-76.66905,885,66,700,2026-01-20 16:15:00,30,410,-90,310,175,ios
5D:1A:F7:C4:38:9B,607,mock-dataset-5,97492,29,C14,20,22,34,Helium,38423,2,5.0,44,43,39.17578,-10,-90,-76.6689,716,66,700,2026-01-20 16:18:00,82,410,-74,310,168,ios
A2:6E:85:D1:4C:F0,675,mock-dataset-1,97492,71,C1,20,45,70,Helium,38423,0,5.0,48,4,39.1757,-16,-114,-76.6688,1010,66,700,2026-01-20 16:22:00,55,410,-80,310,48,ios
9B:3F:C8:57:E2:1A,191,mock-dataset-5,97492,110,D44/D45,20,22,50,Helium,38423,1,5.0,36,9,39.17563,-14,-94,-76.66865,975,66,700,2026-01-20 16:26:00,74,410,-73,310,129,android
9B:3F:C8:57:E2:1A,746,mock-dataset-4,97492,43,E6,20,10,75,Helium,38423,1,5.0,153,36,39.17555,-4,-92,-76.66855,752,66,700,2026-01-20 16:29:00,46,410,-95,310,165,ios
9B:3F:C8:57:E2:1A,1183,mock-dataset-2,97492,135,D29,20,1,86,Helium,38423,1,2.4,1,33,39.17548,-13,-115,-76.66845,763,66,700,2026-01-20 16:33:00,74,410,-55,310,7,android
9B:3F:C8:57:E2:1A,415,mock-dataset-1,97492,10,D3,20,12,96,Helium,38423,1,2.4,6,28,39.1754,-11,-114,-76.66835,503,92,700,2026-01-20 16:37:00,97,410,-83,310,95,ios
9B:3F:C8:57:E2:1A,1194,mock-dataset-3,97492,139,B5,20,40,67,Helium,38423,0,2.4,11,4,39.17533,-25,-90,-76.66825,1130,92,700,2026-01-20 16:40:00,25,410,-85,310,86,ios
F2:8D:46:B1:C9:05,913,mock-dataset-1,97492,131,C2,20,33,61,Helium,38423,4,2.4,11,30,39.17525,-8,-90,-76.66815,457,92,700,2026-01-20 16:44:00,63,410,-83,310,173,android
2A:C7:5E:08:D3:9F,775,mock-dataset-1,97492,45,D40,20,3,94,Helium,38423,4,5.0,36,35,39.17518,-10,-105,-76.66805,809,92,700,2026-01-20 16:48:00,59,410,-74,310,89,android
85:4B:F6:31:EA:7C,842,mock-dataset-4,97492,48,E2,20,37,70,Helium,38423,2,5.0,157,36,39.17505,-23,-102,-76.6678,121,92,700,2026-01-20 16:51:00,96,410,-93,310,105,ios
D9:02:8F:C5:67:3A,911,mock-dataset-3,97492,4,A10,20,45,78,Helium,38423,0,5.0,116,35,39.17498,-7,-93,-76.6677,854,92,700,2026-01-20 16:55:00,94,410,-78,310,34,android
41:E8:B3:7D:0A:F6,425,mock-dataset-1,97492,8,D41,20,47,45,Helium,38423,4,5.0,124,40,39.1749,-6,-91,-76.6676,206,92,700,2026-01-20 16:59:00,85,410,-61,310,48,ios
41:E8:B3:7D:0A:F6,886,mock-dataset-3,97492,175,E2,20,20,35,Helium,38423,3,5.0,44,51,39.17483,-21,-103,-76.6675,1108,92,700,2026-01-20 17:03:00,35,410,-85,310,91,ios
41:E8:B3:7D:0A:F6,1052,mock-dataset-5,97492,79,C5,20,30,88,Helium,38423,0,5.0,48,-1,39.17475,-23,-100,-76.6674,856,92,700,2026-01-20 17:06:00,100,410,-61,310,39,ios
41:E8:B3:7D:0A:F6,658,mock-dataset-2,97493,167,D37,20,37,73,Helium,38423,0,2.4,1,-5,39.17468,-10,-109,-76.6673,605,92,700,2026-01-20 17:10:00,90,410,-94,310,73,ios
41:E8:B3:7D:0A:F6,870,mock-dataset-3,97493,145,C7,20,20,44,Helium,38423,0,2.4,6,57,39.1746,-4,-93,-76.6672,1034,92,700,2026-01-20 17:14:00,59,410,-72,310,103,android
EA:36:81:CF:49:5D,1133,mock-dataset-1,97493,200,D31/D31A,20,19,77,Helium,38423,0,2.4,11,29,39.17445,-17,-101,-76.66695,509,92,700,2026-01-20 17:17:00,89,410,-74,310,21,android
58:AD:F2:17:6B:C0,426,mock-dataset-5,97493,46,A2,20,50,56,Helium,38423,3,2.4,11,18,,-15,-103,,178,92,700,2026-01-20 17:21:00,61,410,-78,310,17,ios
1C:70:E9:34:A5:8F,728,mock-dataset-4,97493,7,D5,20,22,81,Helium,38423,0,2.4,1,37,,-5,-103,,324,92,700,2026-01-20 17:25:00,89,410,-77,310,7,ios
CF:4A:85:D0:2E:73,984,mock-dataset-3,97493,184,A3,20,-1,90,Helium,38423,3,2.4,6,49,,-5,-99,,735,104,700,2026-01-20 17:28:00,71,410,-66,310,111,ios
72:B8:1D:69:F4:A6,459,mock-dataset-2,97493,81,E4,20,4,95,Helium,38423,2,2.4,1,13,,-13,-95,,1000,104,700,2026-01-20 17:32:00,87,410,-73,310,92,android
AE:25:C0:7F:53:D9,1084,mock-dataset-3,97493,69,B14,20,32,64,Helium,38423,2,2.4,6,3,,-18,-86,,749,104,700,2026-01-20 17:36:00,78,410,-77,310,94,android
39:F1:6C:B8:04:E2,359,mock-dataset-3,97493,95,C3,20,12,34,Helium,38423,3,2.4,11,3,,-19,-113,,912,104,700,2026-01-20 17:40:00,38,410,-81,310,54,ios
84:5E:A7:23:CF:10,814,mock-dataset-3,97493,121,A9,20,4,110,Helium,38423,1,2.4,11,33,,-5,-95,,174,104,700,2026-01-20 17:43:00,84,410,-65,310,181,ios
D0:79:32:EC:46:8B,714,mock-dataset-1,97493,81,D26,20,16,84,Helium,38423,4,5.0,36,33,,-10,-107,,148,104,700,2026-01-20 17:47:00,52,410,-84,310,151,android
D0:79:32:EC:46:8B,322,mock-dataset-5,97493,15,B13,20,51,39,Helium,38423,0,5.0,157,4,,-15,-88,,750,104,700,2026-01-20 17:51:00,88,410,-90,310,130,ios
D0:79:32:EC:46:8B,946,mock-dataset-5,97493,127,B4,20,15,55,Helium,38423,1,5.0,116,42,,-20,-110,,1157,104,700,2026-01-20 17:54:00,94,410,-67,310,123,ios
D0:79:32:EC:46:8B,758,mock-dataset-4,97493,5,A14,20,19,49,Helium,38423,1,5.0,124,36,,-3,-87,,556,104,700,2026-01-20 17:58:00,92,410,-75,310,139,android
D0:79:32:EC:46:8B,136,mock-dataset-1,97493,153,D26,20,14,90,Helium,38423,4,5.0,44,12,,-23,-94,,777,104,700,2026-01-20 18:02:00,56,410,-57,310,9,ios
D0:79:32:EC:46:8B,154,mock-dataset-2,97493,191,D21,20,8,93,Helium,38423,1,5.0,48,8,,-17,-103,,859,215,700,2026-01-20 18:06:00,79,410,-87,310,0,android
BA:57:08:F3:2C:95,333,mock-dataset-4,97493,68,E1,20,-2,89,Helium,38423,4,5.0,36,9,,-13,-91,,573,215,700,2026-01-20 18:09:00,101,410,-62,310,70,android
0D:A2:7E:C1:68:DB,496,mock-dataset-4,97493,180,C1,20,25,96,Helium,38423,4,5.0,157,34,,0,-102,,266,215,700,2026-01-20 18:13:00,55,410,-51,310,69,android
51:C9:B4:0A:E7:32,162,mock-dataset-4,97493,158,D1,20,46,79,Helium,38423,1,5.0,116,18,,-19,-110,,461,215,700,2026-01-20 18:17:00,26,410,-81,310,80,android
9E:34:DF:86:4B:C0,1009,mock-dataset-4,97493,104,D23,20,31,73,Helium,38423,3,5.0,124,37,,-4,-101,,811,215,700,2026-01-20 18:20:00,33,410,-67,310,60,ios
C2:6B:10:F5:A9:47,1120,mock-dataset-2,97493,42,B13,20,33,59,Helium,38423,1,5.0,44,5,,-25,-114,,390,215,700,2026-01-20 18:24:00,75,410,-65,310,38,android
3F:87:DC:24:91:E6,652,mock-dataset-2,97493,57,B6,20,30,87,Helium,38423,3,5.0,48,45,,-5,-107,,1042,215,700,2026-01-20 18:28:00,62,410,-53,310,58,android
78:A0:45:EB:1C:B9,275,mock-dataset-5,97493,191,D3,20,54,27,Helium,38423,4,5.0,36,23,,-23,-106,,119,215,700,2026-01-20 18:31:00,82,410,-81,310,46,android
4A:7B:C2:9E:1D:F8,673,mock-dataset-2,97492,66,C11,20,56,92,Helium,38423,1,2.4,1,5,39.17615,-9,-90,-76.66945,144,66,700,2026-01-20 16:00:00,61,410,-85,310,140,ios
B3:2E:8A:D4:6F:01,166,mock-dataset-4,97492,121,A8,20,35,93,Helium,38423,0,5.0,36,18,39.17608,-5,-99,-76.66935,638,66,700,2026-01-20 16:04:00,47,410,-86,310,169,ios
B3:2E:8A:D4:6F:01,839,mock-dataset-1,97492,64,B6,20,3,76,Helium,38423,4,5.0,157,6,39.176,-16,-112,-76.66925,520,66,700,2026-01-20 16:07:00,36,410,-71,310,98,android
B3:2E:8A:D4:6F:01,622,mock-dataset-2,97492,14,D26,20,-5,60,Helium,38423,1,5.0,116,15,39.17593,-19,-100,-76.66915,791,66,700,2026-01-20 16:11:00,81,410,-91,310,143,ios
E8:43:B9:0F:72:6C,775,mock-dataset-4,97492,21,A1,20,15,70,Helium,38423,4,5.0,124,34,39.17585,-21,-100,-76.66905,885,66,700,2026-01-20 16:15:00,47,410,-87,310,164,ios
5D:1A:F7:C4:38:9B,607,mock-dataset-5,97492,31,D36,20,33,40,Helium,38423,2,5.0,44,53,39.17578,-9,-86,-76.6689,716,66,700,2026-01-20 16:18:00,71,410,-79,310,165,android
A2:6E:85:D1:4C:F0,675,mock-dataset-1,97492,80,D29,20,53,88,Helium,38423,0,5.0,48,24,39.1757,-17,-116,-76.6688,1010,66,700,2026-01-20 16:22:00,54,410,-81,310,41,android
9B:3F:C8:57:E2:1A,191,mock-dataset-4,97492,128,A13,20,21,47,Helium,38423,1,5.0,36,12,39.17563,-14,-91,-76.66865,975,66,700,2026-01-20 16:26:00,86,410,-75,310,123,ios
9B:3F:C8:57:E2:1A,746,mock-dataset-3,97492,38,C13,20,6,81,Helium,38423,1,5.0,153,38,39.17555,-1,-94,-76.66855,752,66,700,2026-01-20 16:29:00,38,410,-95,310,166,android
9B:3F:C8:57:E2:1A,1183,mock-dataset-5,97492,126,B9,20,17,91,Helium,38423,1,2.4,1,30,39.17548,-10,-109,-76.66845,763,66,700,2026-01-20 16:33:00,80,410,-54,310,5,android
9B:3F:C8:57:E2:1A,415,mock-dataset-1,97492,1,B2,20,6,86,Helium,38423,1,2.4,6,32,39.1754,-10,-112,-76.66835,503,92,700,2026-01-20 16:37:00,90,410,-84,310,93,android
9B:3F:C8:57:E2:1A,1194,mock-dataset-4,97492,146,B14,20,43,69,Helium,38423,0,2.4,11,0,39.17533,-25,-90,-76.66825,1130,92,700,2026-01-20 16:40:00,24,410,-82,310,100,android
F2:8D:46:B1:C9:05,913,mock-dataset-5,97492,132,D25,20,24,48,Helium,38423,4,2.4,11,39,39.17525,-7,-86,-76.66815,457,92,700,2026-01-20 16:44:00,68,410,-83,310,160,android
2A:C7:5E:08:D3:9F,775,mock-dataset-2,97492,54,D2,20,16,87,Helium,38423,4,5.0,36,41,39.17518,-12,-105,-76.66805,809,92,700,2026-01-20 16:48:00,56,410,-75,310,73,ios
85:4B:F6:31:EA:7C,842,mock-dataset-3,97492,50,D41,20,40,71,Helium,38423,2,5.0,157,42,39.17505,-21,-106,-76.6678,121,92,700,2026-01-20 16:51:00,91,410,-91,310,91,ios
D9:02:8F:C5:67:3A,911,mock-dataset-1,97492,11,B2,20,37,76,Helium,38423,0,5.0,116,24,39.17498,-6,-93,-76.6677,854,92,700,2026-01-20 16:55:00,94,410,-77,310,22,android
41:E8:B3:7D:0A:F6,425,mock-dataset-3,97492,1,D44/D45,20,39,47,Helium,38423,4,5.0,124,31,39.1749,-7,-92,-76.6676,206,92,700,2026-01-20 16:59:00,79,410,-57,310,38,android
41:E8:B3:7D:0A:F6,886,mock-dataset-2,97492,162,D20,20,7,50,Helium,38423,3,5.0,44,54,39.17483,-17,-101,-76.6675,1108,92,700,2026-01-20 17:03:00,44,410,-81,310,90,android
41:E8:B3:7D:0A:F6,1052,mock-dataset-2,97492,84,B13,20,23,84,Helium,38423,0,5.0,48,18,39.17475,-19,-99,-76.6674,856,92,700,2026-01-20 17:06:00,97,410,-65,310,31,android
41:E8:B3:7D:0A:F6,658,mock-dataset-2,97493,173,E8/E10/E12,20,30,76,Helium,38423,0,2.4,1,-6,39.17468,-15,-108,-76.6673,605,92,700,2026-01-20 17:10:00,87,410,-93,310,60,android
41:E8:B3:7D:0A:F6,870,mock-dataset-2,97493,133,B13,20,22,36,Helium,38423,0,2.4,6,44,39.1746,-6,-96,-76.6672,1034,92,700,2026-01-20 17:14:00,61,410,-69,310,100,ios
EA:36:81:CF:49:5D,1133,mock-dataset-1,97493,181,C8,20,19,84,Helium,38423,0,2.4,11,29,39.17445,-18,-97,-76.66695,509,92,700,2026-01-20 17:17:00,89,410,-75,310,36,android
